,keyword,dbpedia_score
924,mahendragiri,0.0
925,manigramam,0.0
926,pahari,0.0
927,wise,0.0
928,zoji_la,0.0
929,kanyadan,0.0
930,plunder,0.0
931,fresh_water,0.0
932,han,0.0
933,oerst,0.0
934,health_hazard,0.0
935,nucleoid,0.0
936,ghaggar,0.0
937,treblinka,0.0
938,complement,0.0
939,node,0.0
940,complain,0.0
941,kota,0.0
942,kandariya_mahadeva,0.0
943,weld,0.0
944,mango_tree,0.0
945,hetero_atom,0.0
946,meso,0.0
947,tracheid,0.0
948,soyabean,0.0
949,mollusc,0.0
950,virus,0.0
951,yogasana,0.0
952,carat,0.0
953,hairpin,0.0
954,semi_arid,0.0
955,semi_arid_region,0.0
956,parad,0.0
957,fall_line,0.0
958,suburban_railway,0.0
959,mainz,0.0
960,scolex,0.0
961,rasamanjari,0.0
962,ho_chi_minh_trail,0.0
963,zikr,0.0
964,swadeshi_movement,0.0
965,vand,0.0
966,mataram,0.0
967,overweight,0.0
968,name_of_father,0.0
969,burma,0.0
970,heron,0.0
971,scottish_clan,0.0
972,hard_work,0.0
973,hydro_power_plant,0.0
974,coelenterata,0.0
975,kalbeliya,0.0
976,fetch,0.0
977,shujauddaulah,0.0
978,mamidi_tandra,0.0
979,gregor_johann_mendel,0.0
980,munro,0.0
981,peta,0.0
982,penicillium,0.0
983,inning,0.0
984,kalighat,0.0
985,baji_rao,0.0
986,end,0.0
987,long_tail_boat,0.0
988,cheltenham,0.0
989,standard_form,0.0
990,puga,0.0
991,chintz,0.0
992,port_hole,0.0
993,king_gyanendra,0.0
994,kamal,0.0
995,pariksha_guru,0.0
996,c_r,0.0
997,children,0.0
998,wellesley,0.0
999,iqbal,0.0
1000,saradgi,0.0
1001,folk,0.0
1002,power_plant,0.0
1003,liang_qichao,0.0
1004,godavari_river,0.0
1005,slag,0.0
1006,dinosaur,0.0
1007,cesium,0.0
1008,pearl_spot,0.0
1009,tha,0.0
1010,ipl,0.0
1011,indian_rhino,0.0
1012,goi,0.0
1013,hcf,0.0
1014,exhibit,0.0
1015,jainism,0.0
1016,rowlatt,0.0
1017,harvest_season,0.0
1018,tree_diagram,0.0
1019,social_movement,0.0
1020,hong,0.0
1021,call_in,0.0
1022,nail_polish,0.0
1023,deuterium,0.0
1024,mali,0.0
1025,pelvic_bone,0.0
1026,check_dam,0.0
1027,common_krait,0.0
1028,majoritarian,0.0
1029,samnyasa,0.0
1030,lous,0.0
1031,rashtrapati_bhavan,0.0
1032,talia,0.0
1033,lobia,0.0
1034,niagara,0.0
1035,start_point,0.0
1036,sez,0.0
1037,crispi,0.0
1038,provision,0.0
1039,panchtantra,0.0
1040,tecton,0.0
1041,jersey,0.0
1042,vest,0.0
1043,welsh,0.0
1044,singapor,0.0
1045,marina,0.0
1046,casuarina,0.0
1047,casuarina_tree,0.0
1048,chatter,0.0
1049,bharat_petroleum,0.0
1050,bengal_gram,0.0
1051,pride,0.0
1052,akashwani,0.0
1053,rowlatt_act,0.0
1054,air_craft,0.0
1055,abu,0.0
1056,say,0.0
1057,spaceship,0.0
1058,sikh,0.0
1059,lodz,0.0
1060,wilhelm_ostwald,0.0
1061,subscript,0.0
1062,chitpavan,0.0
1063,dosa,0.0
1064,nose,0.0
1065,turban,0.0
1066,river_nile,0.0
1067,robert_darwin,0.0
1068,anger,0.0
1069,conch,0.0
1070,gaddi,0.0
1071,antedon,0.0
1072,dholak,0.0
1073,fateh,0.0
1074,darwaza,0.0
1075,plateau_region,0.0
1076,digboi,0.0
1077,hong_xiuquan,0.0
1078,billion,0.0
1079,tawa_dam,0.0
1080,malabar_coast,0.0
1081,van_mahotsav,0.0
1082,bard,0.0
1083,sardeshmukhi,0.0
1084,indian_peninsula,0.0
1085,hypha,0.0
1086,pond_ecosystem,0.0
1087,thailand,0.0
1088,samburu,0.0
1089,petrol_pump,0.0
1090,petunia,0.0
1091,royal_bengal_tiger,0.0
1092,intercellular_matrix,0.0
1093,tidal_wave,0.0
1094,legal_right,0.0
1095,acid_test,0.0
1096,indiana,0.0
1097,moss,0.0
1098,ottoman_turkey,0.0
1099,lackington,0.0
1100,abscissa,0.0
1101,qatar,0.0
1102,voltair,0.0
1103,cartwheel,0.0
1104,genu,0.0
1105,transoxiana,0.0
1106,ave,0.0
1107,world_record,0.0
1108,brick_wall,0.0
1109,virchow,0.0
1110,psilocybin,0.0
1111,sauc,0.0
1112,moonless_night,0.0
1113,defin,0.0
1114,raq,0.0
1115,palashi,0.0
1116,sand_paper,0.0
1117,legend,0.0
1118,meghaduta,0.0
1119,ber,0.0
1120,catla,0.0
1121,minicoy,0.0
1122,winnipeg,0.0
1123,cough,0.0
1124,shaukat_ali,0.0
1125,kalaazar,0.0
1126,chi,0.0
1127,squid,0.0
1128,orissa,0.0
1129,hindawi,0.0
1130,ayumi,0.0
1131,sardar_vallabhbhai_patel,0.0
1132,merino,0.0
1133,merino_sheep,0.0
1134,mosaic,0.0
1135,daulat,0.0
1136,british_kenya,0.0
1137,exil,0.0
1138,venu,0.0
1139,michael_henchard,0.0
1140,singh_sabha,0.0
1141,bin,0.0
1142,charter,0.0
1143,special_camp,0.0
1144,rashtriya_ispat_nigam,0.0
1145,scientist,0.0
1146,tide,0.0
1147,grow_up,0.0
1148,uk,0.0
1149,vatican,0.0
1150,lungi,0.0
1151,monal,0.0
1152,secundrabad,0.0
1153,khanqah,0.0
1154,oil_gland,0.0
1155,trade_union,0.0
1156,gastric,0.0
1157,carbon_cation,0.0
1158,conquer,0.0
1159,agaria,0.0
1160,nair,0.0
1161,vellum,0.0
1162,denmark,0.0
1163,name_of_india,0.0
1164,buddhacharita,0.0
1165,emil,0.0
1166,zola,0.0
1167,smallpox,0.0
1168,underemploy,0.0
1169,shankaracharya,0.0
1170,cottonwool,0.0
1171,kathiawad,0.0
1172,seth,0.0
1173,elgin,0.0
1174,lsd,0.0
1175,brahmaputra_valley,0.0
1176,harappa,0.0
1177,sardin,0.0
1178,gyan,0.0
1179,j_l,0.0
1180,b__hammond,0.0
1181,t_t_krishnamachari,0.0
1182,ramu_kariat,0.0
1183,shield,0.0
1184,crown,0.0
1185,prithviraj,0.0
1186,tilak_nagar,0.0
1187,nuclear_fission,0.0
1188,rabi_crop,0.0
1189,panchala,0.0
1190,interpret,0.0
1191,khurasan,0.0
1192,suffolk,0.0
1193,gutter,0.0
1194,pd,0.0
1195,anise,0.0
1196,sambhar,0.0
1197,ear_lobe,0.0
1198,unfair_trial,0.0
1199,sawai,0.0
1200,saturn,0.0
1201,cracker,0.0
1202,captain,0.0
1203,ujjain,0.0
1204,chop,0.0
1205,environmental,0.0
1206,tu,0.0
1207,earthen_pot,0.0
1208,va,0.0
1209,bal_gangadhar_tilak,0.0
1210,teng,0.0
1211,fairbank,0.0
1212,art_studio,0.0
1213,potash,0.0
1214,cerebrum,0.0
1215,stay,0.0
1216,abc,0.0
1217,oven,0.0
1218,balgangadhar_tilak,0.0
1219,blue_belt,0.0
1220,dan,0.0
1221,john_dalton,0.0
1222,kaiga,0.0
1223,verbal,0.0
1224,liquid_fuel,0.0
1225,road_roller,0.0
1226,stream_flow,0.0
1227,damodar_river,0.0
1228,helpless,0.0
1229,sadi,0.0
1230,kofi_annan,0.0
1231,piya,0.0
1232,william_nicholson,0.0
1233,durgapur,0.0
1234,barauni,0.0
1235,masjid,0.0
1236,north_eastern_council,0.0
1237,wale,0.0
1238,ajay,0.0
1239,pinworm,0.0
